University,Nation,Address,Longtitude,Latitude
NCKU,臺灣,"總圖書館, 1, 大學路, 大學里, 東區, 臺南市, 70101, 臺灣",120.21988307136446,22.99986015
Tsinghua University,中国,"清华大学, 30, 双清路, 五道口, 海淀区, 北京市, 100084, 中国",116.3209629696906,40.002290450000004
PolyU,中国,"香港理工大學 The Hong Kong Polytechnic University, 11, 育才道 Yuk Choi Road, 紅磡灣 Hung Hom Bay, 尖沙咀 Tsim Sha Tsui, 油尖旺區 Yau Tsim Mong District, 九龍 Kowloon, 香港 Hong Kong, 000000, 中国",114.17969345666262,22.304486699999998
UCL,United Kingdom,"Petrie Museum of Egyptian Archeology, Malet Place, St Pancras, London Borough of Camden, London, Greater London, England, WC1E 6BT, United Kingdom",-0.1329767170257194,51.5235814
